caseId,intensityMode,taskMode,method,dfMHz,PRP,chipLength,Ncoh,codeType,codeLength,nFreq,scanTimeSec,heightResolutionKm,integrationGainDb,observabilityScore,complexityCost,fixedErr
350,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
351,weak,hEs,NSGA-II task-driven,0.103854877797706,0.00792106192548806,8e-06,18,barker,13,12,1.71094937590542,1.199169832,23.6921585741014,0.835154183864388,0.01125,0
351,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
351,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
351,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,11,1.056,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
352,weak,weakEs,NSGA-II task-driven,0.103926209020927,0.0068979481432949,1.26391341687059e-05,36,barker,13,12,2.9799135979034,1.89455854971406,26.7024585307412,1,0.0225,0
352,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
352,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
352,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,11,4.928,2.398339664,28.0127801399814,1,0.1675,0
353,weak,full_trace,NSGA-II task-driven,0.0393121206690479,0.00796636353011625,8.14454116881636e-06,14,barker,13,31,3.45740177207045,1.22083600814082,22.6007138798507,0.757193848560768,0.00875,0
353,weak,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
353,weak,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
353,weak,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,25,3.2,2.098547206,23.1806333496276,0.798616667830544,0.01,0
354,weak,balanced,NSGA-II task-driven,0.104786081607394,0.00712142613413664,8.71345953635544e-06,10,barker,13,12,0.854571136096397,1.30611472604377,21.1394335230684,0.652816680219169,0.00625,0
354,weak,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
354,weak,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
354,weak,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,11,1.408,2.398339664,23.1806333496276,0.798616667830544,0.01,0
355,weak,fast,NSGA-II task-driven,0.248013387455325,0.00672585338418503,2.39418153772452e-05,6,barker,13,5,0.201775601525551,3.58878784046327,18.9209460269048,0.494353287636057,0.00375,0
355,weak,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
355,weak,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
355,weak,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,5,0.32,3.597509496,20.1703333929878,0.583595242356272,0.005,0
356,weak,foEs,NSGA-II task-driven,0.0208626818656142,0.00696247112826364,1.74962619914036e-05,8,barker,13,24,1.33679445662662,2.62262369410744,20.1703333929878,0.583595242356272,0.005,0
356,weak,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
356,weak,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
356,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
357,weak,hEs,NSGA-II task-driven,0.0890347549772445,0.00854406604897666,8e-06,12,barker,13,14,1.43540309622808,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
357,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
357,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
357,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,11,1.056,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
358,weak,weakEs,NSGA-II task-driven,0.085068379430892,0.0104243430485427,1.58991884375056e-05,32,barker,13,15,5.00368466330052,2.38322839094249,26.1909333062674,1,0.02,0
358,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
358,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
358,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,11,4.928,2.398339664,28.0127801399814,1,0.1675,0
359,weak,full_trace,NSGA-II task-driven,0.0282986225799585,0.00674953091008005,1.16936349313612e-05,14,barker,13,43,4.06321760786819,1.75283177951372,22.6007138798507,0.757193848560768,0.00875,0
359,weak,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
359,weak,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
359,weak,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,25,3.2,2.098547206,23.1806333496276,0.798616667830544,0.01,0
360,weak,balanced,NSGA-II task-driven,0.104882027476342,0.00723277867723575,8e-06,10,barker,13,12,0.86793344126829,1.199169832,21.1394335230684,0.652816680219169,0.00625,0
360,weak,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,13,1.664,2.99792458,23.1806333496276,0.798616667830544,0.01,0
360,weak,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6
360,weak,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,11,1.408,2.398339664,23.1806333496276,0.798616667830544,0.01,0
361,weak,fast,NSGA-II task-driven,0.377646178304252,0.00669275850135151,2.06135713914329e-05,6,barker,13,6,0.240939306048654,3.08989661779807,18.9209460269048,0.494353287636057,0.00375,0
361,weak,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
361,weak,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
361,weak,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
362,weak,foEs,NSGA-II task-driven,0.02,0.00749437560644838,9.99368745600926e-06,6,barker,13,26,1.16912259460595,1.49801606346039,18.9209460269048,0.494353287636057,0.00375,0
362,weak,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
362,weak,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
362,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
363,weak,hEs,NSGA-II task-driven,0.1,0.01,8e-06,10,barker,13,21,2.1,1.199169832,21.1394335230684,0.652816680219169,0.00625,0
363,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
363,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
363,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
364,weak,weakEs,NSGA-II task-driven,0.157846222104712,0.00846724876512934,1.40582317222828e-05,28,barker,13,13,3.08207855050708,2.10727592157837,25.6110138364906,0.97221527403504,0.0175,0
364,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
364,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
364,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
365,weak,full_trace,NSGA-II task-driven,0.0787400982178371,0.00903444623119142,9.73292379226339e-06,14,barker,13,26,3.28853842815368,1.45892857360466,22.6007138798507,0.757193848560768,0.00875,0
365,weak,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
365,weak,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
365,weak,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
366,weak,balanced,NSGA-II task-driven,0.172190962497668,0.00681555919675953,8.77972286269561e-06,12,barker,13,12,0.981440524333372,1.31604734878316,21.9312459835446,0.70937471311033,0.0075,0
366,weak,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
366,weak,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
366,weak,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
367,weak,fast,NSGA-II task-driven,0.36577869605815,0.00681923372143807,1.83508131808075e-05,6,barker,13,6,0.24549241397177,2.75071769488654,18.9209460269048,0.494353287636057,0.00375,0
367,weak,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
367,weak,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
367,weak,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
368,weak,foEs,NSGA-II task-driven,0.02,0.00766821122258769,8e-06,6,barker,13,26,1.19624095072368,1.199169832,18.9209460269048,0.494353287636057,0.00375,0
368,weak,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
368,weak,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
368,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
369,weak,hEs,NSGA-II task-driven,0.144698825512411,0.0103981033797508,8e-06,14,barker,13,15,2.18360170974767,1.199169832,22.6007138798507,0.757193848560768,0.00875,0
369,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
369,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
369,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
370,weak,weakEs,NSGA-II task-driven,0.198296752803101,0.00778409379768503,1.77914407450142e-05,32,complementary,16,11,5.48000203357026,2.66686987615458,28.5926996097583,1,0.17,0
370,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
370,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
370,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
371,weak,full_trace,NSGA-II task-driven,0.0612089662898535,0.00706905783862922,1.18987820527941e-05,16,barker,13,34,3.84556746421429,1.78358255940671,23.1806333496276,0.798616667830544,0.01,0
371,weak,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
371,weak,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
371,weak,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
372,weak,balanced,NSGA-II task-driven,0.176773414929049,0.00832814064135833,1.01056044299609e-05,10,barker,13,12,0.999376876963,1.51479199581684,21.1394335230684,0.652816680219169,0.00625,0
372,weak,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
372,weak,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
372,weak,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
373,weak,fast,NSGA-II task-driven,0.367536307970926,0.00683789917591439,2.24701170680252e-05,6,barker,13,6,0.246164370332918,3.36818581368552,18.9209460269048,0.494353287636057,0.00375,0
373,weak,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
373,weak,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
373,weak,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
374,weak,foEs,NSGA-II task-driven,0.02,0.00735937737202031,1.45893010907047e-05,6,barker,13,26,1.14806287003517,2.18688121724223,18.9209460269048,0.494353287636057,0.00375,0
374,weak,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
374,weak,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
374,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
375,weak,hEs,NSGA-II task-driven,0.1,0.01,8e-06,10,barker,13,21,2.1,1.199169832,21.1394335230684,0.652816680219169,0.00625,0
375,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
375,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
375,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
376,weak,weakEs,NSGA-II task-driven,0.150075636651496,0.00743597097117039,1.09961031635256e-05,20,complementary,16,14,4.16414374385542,1.64827439790746,26.5514997831991,1,0.1625,0
376,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
376,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
376,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
377,weak,full_trace,NSGA-II task-driven,0.0673209952475921,0.00783750880768544,1.07940515209022e-05,18,barker,13,31,4.37332991468847,1.61798761861496,23.6921585741014,0.835154183864388,0.01125,0
377,weak,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
377,weak,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
377,weak,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
378,weak,balanced,NSGA-II task-driven,0.174560823004441,0.00719376261838485,9.43056495494124e-06,10,barker,13,12,0.863251514206182,1.41360612408525,21.1394335230684,0.652816680219169,0.00625,0
378,weak,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
378,weak,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
378,weak,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
379,weak,fast,NSGA-II task-driven,0.365045698371774,0.00678028275045731,1.93441130055057e-05,6,barker,13,6,0.244090179016463,2.89960959287516,18.9209460269048,0.494353287636057,0.00375,0
379,weak,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
379,weak,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
379,weak,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
380,weak,foEs,NSGA-II task-driven,0.02,0.00702768301124813,1.32858293313883e-05,8,barker,13,26,1.46175806633961,1.9914957159127,20.1703333929878,0.583595242356272,0.005,0
380,weak,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
380,weak,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
380,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
381,weak,hEs,NSGA-II task-driven,0.177568257165878,0.00812689674016091,8e-06,16,barker,13,12,1.56036417411089,1.199169832,23.1806333496276,0.798616667830544,0.01,0
381,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
381,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
381,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
382,weak,weakEs,NSGA-II task-driven,0.178125453408982,0.00830160891207208,1.43807308932128e-05,36,barker,13,12,3.58629505001514,2.15561733115641,26.7024585307412,1,0.0225,0
382,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
382,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
382,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
383,weak,full_trace,NSGA-II task-driven,0.0555706058605849,0.0079497115260266,8e-06,14,barker,13,37,4.11795057048178,1.199169832,22.6007138798507,0.757193848560768,0.00875,0
383,weak,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
383,weak,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
383,weak,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
384,weak,balanced,NSGA-II task-driven,0.178366600904919,0.00746060780399526,9.0212224399835e-06,10,barker,13,12,0.895272936479431,1.35224722472371,21.1394335230684,0.652816680219169,0.00625,0
384,weak,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
384,weak,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
384,weak,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
385,weak,fast,NSGA-II task-driven,0.370443407688724,0.00679444782371897,1.51929681740739e-05,6,barker,13,6,0.244600121653883,2.27736863661069,18.9209460269048,0.494353287636057,0.00375,0
385,weak,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
385,weak,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
385,weak,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
386,weak,foEs,NSGA-II task-driven,0.02,0.00795187699956941,1.47796692009799e-05,6,barker,13,26,1.24049281193283,2.21541667909434,18.9209460269048,0.494353287636057,0.00375,0
386,weak,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
386,weak,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
386,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
387,weak,hEs,NSGA-II task-driven,0.180830966708182,0.008,8e-06,16,barker,13,12,1.536,1.199169832,23.1806333496276,0.798616667830544,0.01,0
387,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
387,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
387,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
388,weak,weakEs,NSGA-II task-driven,0.115875338884692,0.008280375574122,8.10217573439359e-06,28,barker,13,18,4.17330928935749,1.2144855892809,25.6110138364906,0.97221527403504,0.0175,0
388,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
388,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
388,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
389,weak,full_trace,NSGA-II task-driven,0.0648026883410451,0.00816296248213842,8e-06,12,barker,13,32,3.13457759314115,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
389,weak,full_trace,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
389,weak,full_trace,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
389,weak,full_trace,Manual task heuristic,0.05,0.008,1.4e-05,16,barker,13,41,5.248,2.098547206,23.1806333496276,0.798616667830544,0.01,0
390,weak,balanced,NSGA-II task-driven,0.172026247352849,0.00730019681800905,1.05971097466221e-05,10,barker,13,12,0.876023618161086,1.5884667893178,21.1394335230684,0.652816680219169,0.00625,0
390,weak,balanced,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
390,weak,balanced,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
390,weak,balanced,Manual task heuristic,0.12,0.008,1.6e-05,16,barker,13,18,2.304,2.398339664,23.1806333496276,0.798616667830544,0.01,0
391,weak,fast,NSGA-II task-driven,0.39065568106966,0.00691223286658256,1.71619773901719e-05,6,barker,13,6,0.248840383196972,2.57251569297003,18.9209460269048,0.494353287636057,0.00375,0
391,weak,fast,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
391,weak,fast,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
391,weak,fast,Manual task heuristic,0.25,0.008,2.4e-05,8,barker,13,9,0.576,3.597509496,20.1703333929878,0.583595242356272,0.005,0
392,weak,foEs,NSGA-II task-driven,0.02,0.00717548908661768,1.35030119004609e-05,6,barker,13,26,1.11937629751236,2.02405056402121,18.9209460269048,0.494353287636057,0.00375,0
392,weak,foEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,6,0.768,2.99792458,23.1806333496276,0.798616667830544,0.01,0
392,weak,foEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,7.75
392,weak,foEs,Manual task heuristic,0.05,0.008,1.6e-05,12,barker,13,11,1.056,2.398339664,21.9312459835446,0.70937471311033,0.0075,0
393,weak,hEs,NSGA-II task-driven,0.162638214049159,0.0110041125094472,8e-06,12,barker,13,13,1.71664155147376,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
393,weak,hEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
393,weak,hEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
393,weak,hEs,Manual task heuristic,0.12,0.008,8e-06,12,barker,13,18,1.728,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
394,weak,weakEs,NSGA-II task-driven,0.178868775861513,0.00690039008180703,1.09608340011214e-05,28,complementary,16,12,4.63706213497433,1.64298768346309,28.0127801399814,1,0.1675,0
394,weak,weakEs,Fixed medium,0.1,0.008,2e-05,16,barker,13,21,2.688,2.99792458,23.1806333496276,0.798616667830544,0.01,0
394,weak,weakEs,Traditional wide scan,0.25,0.008,2e-05,16,barker,13,51,6.528,2.99792458,23.1806333496276,0.798616667830544,0.01,6.20329518952751
394,weak,weakEs,Manual task heuristic,0.12,0.008,1.6e-05,28,complementary,16,18,8.064,2.398339664,28.0127801399814,1,0.1675,0
395,weak,full_trace,NSGA-II task-driven,0.05,0.008,8e-06,12,barker,13,41,3.936,1.199169832,21.9312459835446,0.70937471311033,0.0075,0
